error_id,module,error_message,possible_cause,resolution,related_tcode,related_table,severity
ERR0859,QM,Custom error message 853,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZQM0853,ZTAB0853,Medium
ERR0860,MM,Custom error message 854,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZMM0854,ZTAB0854,Medium
ERR0861,MM,Custom error message 855,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZMM0855,ZTAB0855,High
ERR0862,WM,Custom error message 856,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZWM0856,ZTAB0856,Medium
ERR0863,MM,Custom error message 857,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZMM0857,ZTAB0857,Medium
ERR0864,PP,Custom error message 858,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZPP0858,ZTAB0858,Low
ERR0865,WM,Custom error message 859,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZWM0859,ZTAB0859,Low
ERR0866,MM,Custom error message 860,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZMM0860,ZTAB0860,Low
ERR0867,QM,Custom error message 861,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZQM0861,ZTAB0861,Medium
ERR0868,FI,Custom error message 862,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZFI0862,ZTAB0862,Low
ERR0869,QM,Custom error message 863,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZQM0863,ZTAB0863,Medium
ERR0870,FI,Custom error message 864,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZFI0864,ZTAB0864,Medium
ERR0871,MM,Custom error message 865,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZMM0865,ZTAB0865,High
ERR0872,MM,Custom error message 866,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZMM0866,ZTAB0866,Medium
ERR0873,SD,Custom error message 867,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZSD0867,ZTAB0867,High
ERR0874,QM,Custom error message 868,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZQM0868,ZTAB0868,Low
ERR0875,FI,Custom error message 869,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZFI0869,ZTAB0869,Medium
ERR0876,SD,Custom error message 870,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZSD0870,ZTAB0870,High
ERR0877,PP,Custom error message 871,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZPP0871,ZTAB0871,Low
ERR0878,PP,Custom error message 872,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZPP0872,ZTAB0872,Medium
ERR0879,FI,Custom error message 873,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZFI0873,ZTAB0873,High
ERR0880,FI,Custom error message 874,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZFI0874,ZTAB0874,Medium
ERR0881,QM,Custom error message 875,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZQM0875,ZTAB0875,Medium
ERR0882,WM,Custom error message 876,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZWM0876,ZTAB0876,Medium
ERR0883,WM,Custom error message 877,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZWM0877,ZTAB0877,Medium
ERR0884,PP,Custom error message 878,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZPP0878,ZTAB0878,Low
ERR0885,QM,Custom error message 879,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZQM0879,ZTAB0879,Low
ERR0886,QM,Custom error message 880,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZQM0880,ZTAB0880,High
ERR0887,SD,Custom error message 881,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZSD0881,ZTAB0881,Medium
ERR0888,QM,Custom error message 882,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZQM0882,ZTAB0882,Medium
ERR0889,WM,Custom error message 883,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZWM0883,ZTAB0883,Low
ERR0890,QM,Custom error message 884,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZQM0884,ZTAB0884,Medium
ERR0891,WM,Custom error message 885,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZWM0885,ZTAB0885,Low
ERR0892,SD,Custom error message 886,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZSD0886,ZTAB0886,High
ERR0893,PP,Custom error message 887,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZPP0887,ZTAB0887,Medium
ERR0894,WM,Custom error message 888,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZWM0888,ZTAB0888,Low
ERR0895,QM,Custom error message 889,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZQM0889,ZTAB0889,Low
ERR0896,PP,Custom error message 890,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZPP0890,ZTAB0890,High
ERR0897,FI,Custom error message 891,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZFI0891,ZTAB0891,Low
ERR0898,MM,Custom error message 892,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZMM0892,ZTAB0892,Low
ERR0899,WM,Custom error message 893,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZWM0893,ZTAB0893,Medium
ERR0900,WM,Custom error message 894,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZWM0894,ZTAB0894,Low
ERR0901,WM,Custom error message 895,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZWM0895,ZTAB0895,Medium
ERR0902,QM,Custom error message 896,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZQM0896,ZTAB0896,High
ERR0903,QM,Custom error message 897,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZQM0897,ZTAB0897,Low
ERR0904,FI,Custom error message 898,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZFI0898,ZTAB0898,Medium
ERR0905,FI,Custom error message 899,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZFI0899,ZTAB0899,High
ERR0906,QM,Custom error message 900,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZQM0900,ZTAB0900,Low
ERR0907,SD,Custom error message 901,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZSD0901,ZTAB0901,Medium
ERR0908,FI,Custom error message 902,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZFI0902,ZTAB0902,High
ERR0909,PP,Custom error message 903,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZPP0903,ZTAB0903,High
ERR0910,FI,Custom error message 904,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZFI0904,ZTAB0904,Medium
ERR0911,FI,Custom error message 905,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZFI0905,ZTAB0905,Low
ERR0912,QM,Custom error message 906,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZQM0906,ZTAB0906,Medium
ERR0913,PP,Custom error message 907,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZPP0907,ZTAB0907,High
ERR0914,FI,Custom error message 908,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZFI0908,ZTAB0908,Low
ERR0915,PP,Custom error message 909,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZPP0909,ZTAB0909,High
ERR0916,QM,Custom error message 910,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZQM0910,ZTAB0910,High
ERR0917,MM,Custom error message 911,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZMM0911,ZTAB0911,Low
ERR0918,FI,Custom error message 912,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZFI0912,ZTAB0912,High
ERR0919,QM,Custom error message 913,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZQM0913,ZTAB0913,Medium
ERR0920,WM,Custom error message 914,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZWM0914,ZTAB0914,Low
ERR0921,QM,Custom error message 915,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZQM0915,ZTAB0915,High
ERR0922,QM,Custom error message 916,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZQM0916,ZTAB0916,Low
ERR0923,SD,Custom error message 917,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZSD0917,ZTAB0917,Low
ERR0924,FI,Custom error message 918,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZFI0918,ZTAB0918,Medium
ERR0925,SD,Custom error message 919,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZSD0919,ZTAB0919,Medium
ERR0926,WM,Custom error message 920,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZWM0920,ZTAB0920,Medium
ERR0927,PP,Custom error message 921,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZPP0921,ZTAB0921,Medium
ERR0928,WM,Custom error message 922,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZWM0922,ZTAB0922,High
ERR0929,SD,Custom error message 923,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZSD0923,ZTAB0923,Medium
ERR0930,SD,Custom error message 924,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZSD0924,ZTAB0924,Low
ERR0931,FI,Custom error message 925,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZFI0925,ZTAB0925,Medium
ERR0932,MM,Custom error message 926,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZMM0926,ZTAB0926,High
ERR0933,WM,Custom error message 927,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZWM0927,ZTAB0927,Medium
ERR0934,PP,Custom error message 928,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZPP0928,ZTAB0928,High
ERR0935,FI,Custom error message 929,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZFI0929,ZTAB0929,High
ERR0936,PP,Custom error message 930,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZPP0930,ZTAB0930,Medium
ERR0937,MM,Custom error message 931,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZMM0931,ZTAB0931,Low
ERR0938,QM,Custom error message 932,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZQM0932,ZTAB0932,Low
ERR0939,MM,Custom error message 933,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZMM0933,ZTAB0933,High
ERR0940,QM,Custom error message 934,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZQM0934,ZTAB0934,Low
ERR0941,MM,Custom error message 935,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZMM0935,ZTAB0935,Low
ERR0942,FI,Custom error message 936,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZFI0936,ZTAB0936,Medium
ERR0943,WM,Custom error message 937,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZWM0937,ZTAB0937,High
ERR0944,WM,Custom error message 938,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZWM0938,ZTAB0938,Low
ERR0945,QM,Custom error message 939,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZQM0939,ZTAB0939,High
ERR0946,QM,Custom error message 940,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZQM0940,ZTAB0940,Low
ERR0947,SD,Custom error message 941,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZSD0941,ZTAB0941,Low
ERR0948,WM,Custom error message 942,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZWM0942,ZTAB0942,Low
ERR0949,PP,Custom error message 943,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZPP0943,ZTAB0943,Low
ERR0950,PP,Custom error message 944,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZPP0944,ZTAB0944,Medium
ERR0951,WM,Custom error message 945,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZWM0945,ZTAB0945,Medium
ERR0952,SD,Custom error message 946,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZSD0946,ZTAB0946,Medium
ERR0953,FI,Custom error message 947,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZFI0947,ZTAB0947,Medium
ERR0954,FI,Custom error message 948,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZFI0948,ZTAB0948,High
ERR0955,MM,Custom error message 949,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZMM0949,ZTAB0949,Low
ERR0956,QM,Custom error message 950,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZQM0950,ZTAB0950,High
ERR0957,FI,Custom error message 951,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZFI0951,ZTAB0951,Low
ERR0958,MM,Custom error message 952,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZMM0952,ZTAB0952,High
ERR0959,WM,Custom error message 953,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZWM0953,ZTAB0953,Low
ERR0960,QM,Custom error message 954,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZQM0954,ZTAB0954,High
ERR0961,WM,Custom error message 955,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZWM0955,ZTAB0955,Low
ERR0962,PP,Custom error message 956,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZPP0956,ZTAB0956,Low
ERR0963,QM,Custom error message 957,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZQM0957,ZTAB0957,Low
ERR0964,QM,Custom error message 958,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZQM0958,ZTAB0958,High
ERR0965,PP,Custom error message 959,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZPP0959,ZTAB0959,Low
ERR0966,MM,Custom error message 960,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZMM0960,ZTAB0960,Low
ERR0967,SD,Custom error message 961,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZSD0961,ZTAB0961,High
ERR0968,QM,Custom error message 962,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZQM0962,ZTAB0962,High
ERR0969,QM,Custom error message 963,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZQM0963,ZTAB0963,High
ERR0970,SD,Custom error message 964,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZSD0964,ZTAB0964,High
ERR0971,QM,Custom error message 965,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZQM0965,ZTAB0965,High
ERR0972,FI,Custom error message 966,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZFI0966,ZTAB0966,Low
ERR0973,QM,Custom error message 967,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZQM0967,ZTAB0967,Low
ERR0974,QM,Custom error message 968,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZQM0968,ZTAB0968,High
ERR0975,SD,Custom error message 969,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZSD0969,ZTAB0969,High
ERR0976,QM,Custom error message 970,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZQM0970,ZTAB0970,High
ERR0977,PP,Custom error message 971,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZPP0971,ZTAB0971,Medium
ERR0978,FI,Custom error message 972,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZFI0972,ZTAB0972,Low
ERR0979,SD,Custom error message 973,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZSD0973,ZTAB0973,High
ERR0980,SD,Custom error message 974,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZSD0974,ZTAB0974,Medium
ERR0981,WM,Custom error message 975,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZWM0975,ZTAB0975,High
ERR0982,MM,Custom error message 976,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZMM0976,ZTAB0976,High
ERR0983,QM,Custom error message 977,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZQM0977,ZTAB0977,High
ERR0984,SD,Custom error message 978,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZSD0978,ZTAB0978,High
ERR0985,FI,Custom error message 979,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZFI0979,ZTAB0979,Low
ERR0986,SD,Custom error message 980,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZSD0980,ZTAB0980,High
ERR0987,PP,Custom error message 981,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZPP0981,ZTAB0981,Low
ERR0988,MM,Custom error message 982,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZMM0982,ZTAB0982,Medium
ERR0989,QM,Custom error message 983,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZQM0983,ZTAB0983,High
ERR0990,MM,Custom error message 984,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZMM0984,ZTAB0984,High
ERR0991,WM,Custom error message 985,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZWM0985,ZTAB0985,Medium
ERR0992,SD,Custom error message 986,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZSD0986,ZTAB0986,Medium
ERR0993,PP,Custom error message 987,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZPP0987,ZTAB0987,High
ERR0994,SD,Custom error message 988,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZSD0988,ZTAB0988,Low
ERR0995,PP,Custom error message 989,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZPP0989,ZTAB0989,Low
ERR0996,PP,Custom error message 990,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZPP0990,ZTAB0990,Low
ERR0997,SD,Custom error message 991,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZSD0991,ZTAB0991,High
ERR0998,WM,Custom error message 992,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZWM0992,ZTAB0992,Low
ERR0999,FI,Custom error message 993,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZFI0993,ZTAB0993,Low
ERR1000,SD,Custom error message 994,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZSD0994,ZTAB0994,Low
