issue_id,module,title,symptoms,root_cause,diagnosis_steps,resolution,verification,related_tcodes,related_tables,priority,keywords
ISS0148,WM,Custom Issue 147,Unexpected SAP system behavior,Configuration or authorization issue,"Review logs, authorization and master data",Correct configuration and retest,Process completed successfully,ZWM0147,ZTAB0147,Medium,wm
ISS0149,FI,Custom Issue 148,Unexpected SAP system behavior,Configuration or authorization issue,"Review logs, authorization and master data",Correct configuration and retest,Process completed successfully,ZFI0148,ZTAB0148,Critical,fi
ISS0150,MM,Custom Issue 149,Unexpected SAP system behavior,Configuration or authorization issue,"Review logs, authorization and master data",Correct configuration and retest,Process completed successfully,ZMM0149,ZTAB0149,Medium,mm
ISS0151,PP,Custom Issue 150,Unexpected SAP system behavior,Configuration or authorization issue,"Review logs, authorization and master data",Correct configuration and retest,Process completed successfully,ZPP0150,ZTAB0150,Medium,pp
ISS0152,WM,Custom Issue 151,Unexpected SAP system behavior,Configuration or authorization issue,"Review logs, authorization and master data",Correct configuration and retest,Process completed successfully,ZWM0151,ZTAB0151,Critical,wm
ISS0153,QM,Custom Issue 152,Unexpected SAP system behavior,Configuration or authorization issue,"Review logs, authorization and master data",Correct configuration and retest,Process completed successfully,ZQM0152,ZTAB0152,Medium,qm
ISS0154,FI,Custom Issue 153,Unexpected SAP system behavior,Configuration or authorization issue,"Review logs, authorization and master data",Correct configuration and retest,Process completed successfully,ZFI0153,ZTAB0153,Medium,fi
ISS0155,MM,Custom Issue 154,Unexpected SAP system behavior,Configuration or authorization issue,"Review logs, authorization and master data",Correct configuration and retest,Process completed successfully,ZMM0154,ZTAB0154,Medium,mm
ISS0156,FI,Custom Issue 155,Unexpected SAP system behavior,Configuration or authorization issue,"Review logs, authorization and master data",Correct configuration and retest,Process completed successfully,ZFI0155,ZTAB0155,High,fi
ISS0157,WM,Custom Issue 156,Unexpected SAP system behavior,Configuration or authorization issue,"Review logs, authorization and master data",Correct configuration and retest,Process completed successfully,ZWM0156,ZTAB0156,Low,wm
ISS0158,QM,Custom Issue 157,Unexpected SAP system behavior,Configuration or authorization issue,"Review logs, authorization and master data",Correct configuration and retest,Process completed successfully,ZQM0157,ZTAB0157,High,qm
ISS0159,FI,Custom Issue 158,Unexpected SAP system behavior,Configuration or authorization issue,"Review logs, authorization and master data",Correct configuration and retest,Process completed successfully,ZFI0158,ZTAB0158,Critical,fi
ISS0160,FI,Custom Issue 159,Unexpected SAP system behavior,Configuration or authorization issue,"Review logs, authorization and master data",Correct configuration and retest,Process completed successfully,ZFI0159,ZTAB0159,High,fi
ISS0161,PP,Custom Issue 160,Unexpected SAP system behavior,Configuration or authorization issue,"Review logs, authorization and master data",Correct configuration and retest,Process completed successfully,ZPP0160,ZTAB0160,High,pp
ISS0162,MM,Custom Issue 161,Unexpected SAP system behavior,Configuration or authorization issue,"Review logs, authorization and master data",Correct configuration and retest,Process completed successfully,ZMM0161,ZTAB0161,High,mm
ISS0163,FI,Custom Issue 162,Unexpected SAP system behavior,Configuration or authorization issue,"Review logs, authorization and master data",Correct configuration and retest,Process completed successfully,ZFI0162,ZTAB0162,Critical,fi
ISS0164,MM,Custom Issue 163,Unexpected SAP system behavior,Configuration or authorization issue,"Review logs, authorization and master data",Correct configuration and retest,Process completed successfully,ZMM0163,ZTAB0163,Low,mm
ISS0165,SD,Custom Issue 164,Unexpected SAP system behavior,Configuration or authorization issue,"Review logs, authorization and master data",Correct configuration and retest,Process completed successfully,ZSD0164,ZTAB0164,Critical,sd
ISS0166,PP,Custom Issue 165,Unexpected SAP system behavior,Configuration or authorization issue,"Review logs, authorization and master data",Correct configuration and retest,Process completed successfully,ZPP0165,ZTAB0165,Critical,pp
ISS0167,SD,Custom Issue 166,Unexpected SAP system behavior,Configuration or authorization issue,"Review logs, authorization and master data",Correct configuration and retest,Process completed successfully,ZSD0166,ZTAB0166,Low,sd
ISS0168,WM,Custom Issue 167,Unexpected SAP system behavior,Configuration or authorization issue,"Review logs, authorization and master data",Correct configuration and retest,Process completed successfully,ZWM0167,ZTAB0167,Critical,wm
ISS0169,WM,Custom Issue 168,Unexpected SAP system behavior,Configuration or authorization issue,"Review logs, authorization and master data",Correct configuration and retest,Process completed successfully,ZWM0168,ZTAB0168,Critical,wm
ISS0170,QM,Custom Issue 169,Unexpected SAP system behavior,Configuration or authorization issue,"Review logs, authorization and master data",Correct configuration and retest,Process completed successfully,ZQM0169,ZTAB0169,Medium,qm
ISS0171,FI,Custom Issue 170,Unexpected SAP system behavior,Configuration or authorization issue,"Review logs, authorization and master data",Correct configuration and retest,Process completed successfully,ZFI0170,ZTAB0170,High,fi
ISS0172,SD,Custom Issue 171,Unexpected SAP system behavior,Configuration or authorization issue,"Review logs, authorization and master data",Correct configuration and retest,Process completed successfully,ZSD0171,ZTAB0171,High,sd
ISS0173,QM,Custom Issue 172,Unexpected SAP system behavior,Configuration or authorization issue,"Review logs, authorization and master data",Correct configuration and retest,Process completed successfully,ZQM0172,ZTAB0172,Low,qm
ISS0174,QM,Custom Issue 173,Unexpected SAP system behavior,Configuration or authorization issue,"Review logs, authorization and master data",Correct configuration and retest,Process completed successfully,ZQM0173,ZTAB0173,Critical,qm
ISS0175,WM,Custom Issue 174,Unexpected SAP system behavior,Configuration or authorization issue,"Review logs, authorization and master data",Correct configuration and retest,Process completed successfully,ZWM0174,ZTAB0174,Critical,wm
ISS0176,MM,Custom Issue 175,Unexpected SAP system behavior,Configuration or authorization issue,"Review logs, authorization and master data",Correct configuration and retest,Process completed successfully,ZMM0175,ZTAB0175,Critical,mm
ISS0177,MM,Custom Issue 176,Unexpected SAP system behavior,Configuration or authorization issue,"Review logs, authorization and master data",Correct configuration and retest,Process completed successfully,ZMM0176,ZTAB0176,Medium,mm
ISS0178,MM,Custom Issue 177,Unexpected SAP system behavior,Configuration or authorization issue,"Review logs, authorization and master data",Correct configuration and retest,Process completed successfully,ZMM0177,ZTAB0177,Low,mm
ISS0179,PP,Custom Issue 178,Unexpected SAP system behavior,Configuration or authorization issue,"Review logs, authorization and master data",Correct configuration and retest,Process completed successfully,ZPP0178,ZTAB0178,Low,pp
ISS0180,SD,Custom Issue 179,Unexpected SAP system behavior,Configuration or authorization issue,"Review logs, authorization and master data",Correct configuration and retest,Process completed successfully,ZSD0179,ZTAB0179,Low,sd
ISS0181,SD,Custom Issue 180,Unexpected SAP system behavior,Configuration or authorization issue,"Review logs, authorization and master data",Correct configuration and retest,Process completed successfully,ZSD0180,ZTAB0180,High,sd
ISS0182,MM,Custom Issue 181,Unexpected SAP system behavior,Configuration or authorization issue,"Review logs, authorization and master data",Correct configuration and retest,Process completed successfully,ZMM0181,ZTAB0181,Medium,mm
ISS0183,SD,Custom Issue 182,Unexpected SAP system behavior,Configuration or authorization issue,"Review logs, authorization and master data",Correct configuration and retest,Process completed successfully,ZSD0182,ZTAB0182,Medium,sd
ISS0184,SD,Custom Issue 183,Unexpected SAP system behavior,Configuration or authorization issue,"Review logs, authorization and master data",Correct configuration and retest,Process completed successfully,ZSD0183,ZTAB0183,Low,sd
ISS0185,WM,Custom Issue 184,Unexpected SAP system behavior,Configuration or authorization issue,"Review logs, authorization and master data",Correct configuration and retest,Process completed successfully,ZWM0184,ZTAB0184,Critical,wm
ISS0186,SD,Custom Issue 185,Unexpected SAP system behavior,Configuration or authorization issue,"Review logs, authorization and master data",Correct configuration and retest,Process completed successfully,ZSD0185,ZTAB0185,Critical,sd
ISS0187,PP,Custom Issue 186,Unexpected SAP system behavior,Configuration or authorization issue,"Review logs, authorization and master data",Correct configuration and retest,Process completed successfully,ZPP0186,ZTAB0186,Medium,pp
ISS0188,FI,Custom Issue 187,Unexpected SAP system behavior,Configuration or authorization issue,"Review logs, authorization and master data",Correct configuration and retest,Process completed successfully,ZFI0187,ZTAB0187,Medium,fi
ISS0189,WM,Custom Issue 188,Unexpected SAP system behavior,Configuration or authorization issue,"Review logs, authorization and master data",Correct configuration and retest,Process completed successfully,ZWM0188,ZTAB0188,Low,wm
ISS0190,FI,Custom Issue 189,Unexpected SAP system behavior,Configuration or authorization issue,"Review logs, authorization and master data",Correct configuration and retest,Process completed successfully,ZFI0189,ZTAB0189,Low,fi
ISS0191,QM,Custom Issue 190,Unexpected SAP system behavior,Configuration or authorization issue,"Review logs, authorization and master data",Correct configuration and retest,Process completed successfully,ZQM0190,ZTAB0190,Medium,qm
ISS0192,WM,Custom Issue 191,Unexpected SAP system behavior,Configuration or authorization issue,"Review logs, authorization and master data",Correct configuration and retest,Process completed successfully,ZWM0191,ZTAB0191,Critical,wm
ISS0193,PP,Custom Issue 192,Unexpected SAP system behavior,Configuration or authorization issue,"Review logs, authorization and master data",Correct configuration and retest,Process completed successfully,ZPP0192,ZTAB0192,High,pp
ISS0194,WM,Custom Issue 193,Unexpected SAP system behavior,Configuration or authorization issue,"Review logs, authorization and master data",Correct configuration and retest,Process completed successfully,ZWM0193,ZTAB0193,Low,wm
ISS0195,MM,Custom Issue 194,Unexpected SAP system behavior,Configuration or authorization issue,"Review logs, authorization and master data",Correct configuration and retest,Process completed successfully,ZMM0194,ZTAB0194,Critical,mm
